"iso3c","year","genus_cat","scientific_name","common_name","Genus","Family","Order","production_sector","Production_area","tonnes","spp_prop"
"ARG","2014","Demersal Fish","Raja castelnaui","Spotback skate","Raja","RAJIDAE","RAJIFORMES","Capture production","Marine areas",1.29415405394739,6.38909894829222e-06
"ARG","2014","Demersal Fish","Raja cyclophora","Eyespot skate","Raja","RAJIDAE","RAJIFORMES","Capture production","Marine areas",4.69130844555928,2.31604836875593e-05
"ARG","2014","Demersal Fish","Rajiformes","Rays, stingrays, mantas nei","Rajiformes",NA,"RAJIFORMES","Capture production","Marine areas",2546.08633188474,0.0125697535433964
"ARG","2014","Demersal Fish","Rioraja agassizi","Rio skate","Rioraja","RAJIDAE","RAJIFORMES","Capture production","Marine areas",3.88246216184216,1.91672968448766e-05
"ARG","2014","Demersal Fish","Salilota australis","Tadpole codling","Salilota","MORIDAE","GADIFORMES","Capture production","Marine areas",449.718533746717,0.00222021188453155
"ARG","2014","Demersal Fish","Selachimorpha (Pleurotremata)","Various sharks nei","Selachimorpha",NA,"PISCES MISCELLANEA","Capture production","Marine areas",207.226417888325,0.00102305446909529
"ARG","2014","Demersal Fish","Seriolella porosa","Choicy ruff","Seriolella","CENTROLOPHIDAE","STROMATEOIDEI, ANABANTOIDEI","Capture production","Marine areas",426.423760775664,0.00210520810346229
"ARG","2014","Demersal Fish","Squalus acanthias","Picked dogfish","Squalus","SQUALIDAE","SQUALIFORMES","Capture production","Marine areas",9.22084763437512,4.55223300065821e-05
"ARG","2014","Demersal Fish","Squatina argentina","Argentine angelshark","Squatina","SQUATINIDAE","SQUALIFORMES","Capture production","Marine areas",486.925462797704,0.00240389847929495
"ARG","2014","Demersal Fish","Sympterygia bonapartii","Smallnose fanskate","Sympterygia","RAJIDAE","RAJIFORMES","Capture production","Marine areas",13.750386823191,6.78841763256048e-05
"ARG","2014","Demersal Fish","Trichiurus lepturus","Largehead hairtail","Trichiurus","TRICHIURIDAE","SCOMBROIDEI","Capture production","Marine areas",67.9430878322378,0.000335427694785342
"ARG","2014","Demersal Fish","Umbrina canosai","Argentine croaker","Umbrina","SCIAENIDAE","PERCOIDEI","Capture production","Marine areas",286.81689220609,0.00141598405441526
"ARG","2014","Demersal Fish","Urophycis brasiliensis","Brazilian codling","Urophycis","GADIDAE","GADIFORMES","Capture production","Marine areas",9.0590783776317,4.47236926380455e-05
"ARG","2014","Demersal Fish","Zearaja chilensis","Yellownose skate","Zearaja","RAJIDAE","RAJIFORMES","Capture production","Marine areas",69.8843189131589,0.00034501134320778
"ARG","2014","Freshwater Fish","Acipenser baerii","Siberian sturgeon","Acipenser","ACIPENSERIDAE","ACIPENSERIFORMES","Aquaculture production","Inland waters",29.5513244847308,0.000145891700922425
"ARG","2014","Freshwater Fish","Acipenser gueldenstaedtii","Danube sturgeon(=Osetr)","Acipenser","ACIPENSERIDAE","ACIPENSERIFORMES","Aquaculture production","Inland waters",6.25603150965793,3.08853526494176e-05
"ARG","2014","Freshwater Fish","Huso huso","Beluga","Huso","ACIPENSERIDAE","ACIPENSERIFORMES","Aquaculture production","Inland waters",6.25603150965793,3.08853526494176e-05
"ARG","2014","Freshwater Fish","oncorhynchus kisutch","coho(=silver) salmon","oncorhynchus","salmonidae","salmoniformes","import","Marine areas",0.981943937183934,4.84775128371143e-06
"ARG","2014","Freshwater Fish","oncorhynchus mykiss","rainbow trout","oncorhynchus","salmonidae","salmoniformes","import","Inland waters",5.974279409451,2.94943729267019e-05
"ARG","2014","Freshwater Fish","Oncorhynchus mykiss","Rainbow trout","Oncorhynchus","SALMONIDAE","SALMONIFORMES","Aquaculture production","Inland waters",1044.11261249595,0.00515467132684016
"ARG","2014","Freshwater Fish","salmo salar","atlantic salmon","salmo","salmonidae","salmoniformes","import","Marine areas",36.4226615236533,0.000179814750589374
"ARG","2014","Marine Fish; Other","Osteichthyes","Marine fishes nei","Osteichthyes",NA,"PISCES MISCELLANEA","Capture production","Marine areas",136,0.00067141732803556
"ARG","2014","Moluscs; Other","argopecten purpuratus","peruvian calico scallop","argopecten","pectinidae","ostreoida","import","Marine areas",83.971220582995,0.000414556857027347
"ARG","2014","Moluscs; Other","aulacomya ater","cholga mussel","aulacomya","mytilidae","mytiloida","import","Marine areas",34.4717947803817,0.000170183531941427
"ARG","2014","Moluscs; Other","callista chione","smooth callista","callista","veneridae","veneroida","import","Marine areas",0.116617488134105,5.75727957979555e-07
"ARG","2014","Moluscs; Other","cerastoderma edule","common edible cockle","cerastoderma","cardiidae","veneroida","import","Marine areas",0.0507196238902388,2.50397311407005e-07
"ARG","2014","Moluscs; Other","choromytilus chorus","choro mussel","choromytilus","mytilidae","mytiloida","import","Marine areas",0.0389704896233166,1.92393103052388e-07
"ARG","2014","Moluscs; Other","Crassostrea gigas","Pacific cupped oyster","Crassostrea","OSTREIDAE","BIVALVIA","Aquaculture production","Marine areas",2.94150895301671,1.45219123649056e-05
"ARG","2014","Moluscs; Other","donax","donax clams","donax","donacidae","veneroida","import","Marine areas",0.926038683134104,4.57175307564315e-06
"ARG","2014","Moluscs; Other","gastropoda","gastropods nei",NA,NA,NA,"import","Marine areas",0.0304228115998754,1.50194138792041e-07
"ARG","2014","Moluscs; Other","mesodesma donacium","macha clam","mesodesma","mesodesmatidae","veneroida","import","Marine areas",1.70371358777841,8.41105018267691e-06
"ARG","2014","Moluscs; Other","mollusca","freshwater molluscs nei",NA,NA,NA,"import","Marine areas",0.0674243692901816,3.32866837303651e-07
"ARG","2014","Moluscs; Other","mollusca","marine molluscs nei",NA,NA,NA,"import","Marine areas",0.0674243692901816,3.32866837303651e-07
"ARG","2014","Moluscs; Other","mytilidae","sea mussels nei",NA,"mytilidae","mytiloida","import","Marine areas",456.692209520243,0.00225464016949072
"ARG","2014","Moluscs; Other","Mytilus edulis","Blue mussel","Mytilus","MYTILIDAE","BIVALVIA","Aquaculture production","Marine areas",1.59187543339728,7.85891727983124e-06
"ARG","2014","Moluscs; Other","Mytilus platensis","River Plata mussel","Mytilus","MYTILIDAE","BIVALVIA","Aquaculture production","Marine areas",1.00357364279394,4.95453480685013e-06
"ARG","2014","Moluscs; Other","pectinidae","scallops nei",NA,"pectinidae","ostreoida","import","Marine areas",2788.36652576693,0.0137658647228987
"ARG","2014","Moluscs; Other","perna canaliculus","new zealand mussel","perna","mytilidae","mytiloida","import","Marine areas",38.5604264432718,0.00019036866537098
"ARG","2014","Moluscs; Other","ruditapes philippinarum","japanese carpet shell","ruditapes","veneridae","veneroida","import","Marine areas",163.244754928772,0.000805921743897764
"ARG","2014","Moluscs; Other","solen","solen razor clams nei","solen","solenidae","veneroida","import","Marine areas",0.558957020465346,2.759510508585e-06
"ARG","2014","Moluscs; Other","spisula solida","solid surf clam","spisula","mactridae","veneroida","import","Marine areas",19.7207613628317,9.73592713313189e-05
"ARG","2014","Moluscs; Other","strongylocentrotus","sea urchins nei","strongylocentrotus","strongylocentrotidae","echinoida","import","Marine areas",0.212224024667345,1.04772711461104e-06
"ARG","2014","Moluscs; Other","venerupis pullastra","pullet carpet shell","venerupis","veneridae","veneroida","import","Marine areas",87.8122975946735,0.000433519839850582
"ARG","2014","Moluscs; Other","Zidona dufresnei","Angulate volute","Zidona","VOLUTIDAE","GASTROPODA","Capture production","Marine areas",34.6059876825495,0.000170846027822418
"ARG","2014","Moluscs; Other","Zygochlamys patagonica","Patagonian scallop","Zygochlamys","PECTINIDAE","BIVALVIA","Capture production","Marine areas",14527.1610542882,0.0717190269045034
"ARG","2014","Pelagic Fish","Atherinidae","Silversides(=Sand smelts) nei","Atherinidae","ATHERINIDAE","ATHERINIFORMES","Capture production","Marine areas",207.519839288482,0.00102450305889295
"ARG","2014","Pelagic Fish","Brevoortia aurea","Brazilian menhaden","Brevoortia","CLUPEIDAE","CLUPEIFORMES","Capture production","Marine areas",199.881072198109,0.000986791289853949
"ARG","2014","Pelagic Fish","Engraulis anchoita","Argentine anchovy","Engraulis","ENGRAULIDAE","CLUPEIFORMES","Capture production","Marine areas",5922.16637478686,0.0292370964966282
"ARG","2014","Pelagic Fish","engraulis ringens","anchoveta(=peruvian anchovy)","engraulis","engraulidae","clupeiformes","import","Marine areas",1071.76464665309,0.00529118643631467
"ARG","2014","Pelagic Fish","katsuwonus pelamis","skipjack tuna","katsuwonus","scombridae","perciformes","import","Marine areas",65.6639450709554,0.000324175812851578
"ARG","2014","Pelagic Fish","Parona signata","Parona leatherjacket","Parona","CARANGIDAE","PERCOIDEI","Capture production","Marine areas",299.185044372965,0.00147704428736101
"ARG","2014","Pelagic Fish","Peprilus paru","American harvestfish","Peprilus","STROMATEIDAE","STROMATEOIDEI, ANABANTOIDEI","Capture production","Marine areas",137.92218357619,0.000680906940982025
"ARG","2014","Pelagic Fish","Pomatomus saltatrix","Bluefish","Pomatomus","POMATOMIDAE","PERCOIDEI","Capture production","Marine areas",216.007358277786,0.00106640502449185
"ARG","2014","Pelagic Fish","Sarda sarda","Atlantic bonito","Sarda","SCOMBRIDAE","SCOMBROIDEI","Capture production","Marine areas",112.035250658813,0.000553105945905398
"ARG","2014","Pelagic Fish","sardina pilchardus","european pilchard(=sardine)","sardina","clupeidae","clupeiformes","import","Marine areas",0.108395044052198,5.35134638601642e-07
"ARG","2014","Pelagic Fish","Scomber colias","Atlantic chub mackerel","Scomber","SCOMBRIDAE","SCOMBROIDEI","Capture production","Marine areas",3220.5890804914,0.0158997008465003
"ARG","2014","Pelagic Fish","Seriola lalandi","Yellowtail amberjack","Seriola","CARANGIDAE","PERCOIDEI","Capture production","Marine areas",3.39500759572159,1.67607862395575e-05
"ARG","2014","Pelagic Fish","strangomera bentincki","araucanian herring","strangomera","clupeidae","clupeiformes","import","Marine areas",832.187142869918,0.00410841814625932
"ARG","2014","Pelagic Fish","Stromateus brasiliensis","Southwest Atlantic butterfish","Stromateus","STROMATEIDAE","STROMATEOIDEI, ANABANTOIDEI","Capture production","Marine areas",571.210027980158,0.00282000228480555
"ARG","2014","Pelagic Fish","thunnus albacares","yellowfin tuna","thunnus","scombridae","perciformes","import","Marine areas",2.08307358973629,1.02839095861925e-05
"ARG","2014","Pelagic Fish","Trachurus lathami","Rough scad","Trachurus","CARANGIDAE","PERCOIDEI","Capture production","Marine areas",60.6857607735235,0.000299599054032091
"ARG","2014","Pelagic Fish","trachurus murphyi","chilean jack mackerel","trachurus","carangidae","perciformes","import","Marine areas",4.29836573682109,2.12205679260001e-05
"ARM","2014","Cephalopods","teuthida","various squids nei",NA,NA,"teuthida","import","Marine areas",40.5388461110528,0.00375531090716076
"ARM","2014","Crustaceans","cancer pagurus","edible crab","cancer","cancridae","decapoda","import","Marine areas",0.401969692474575,3.72364118693122e-05
"ARM","2014","Crustaceans","crangon crangon","common shrimp","crangon","crangonidae","decapoda","import","Marine areas",0.354142817132082,3.28059752915895e-05
"ARM","2014","Crustaceans","nephrops norvegicus","norway lobster","nephrops","nephropidae","decapoda","import","Marine areas",0.575959627615633,5.33539476122269e-05
"ARM","2014","Crustaceans","pandalus borealis","northern prawn","pandalus","pandalidae","decapoda","import","Marine areas",0.0110889507736244,1.02722355922722e-06
"ARM","2014","Demersal Fish","elasmobranchii","sharks, rays, skates, etc. nei",NA,NA,NA,"import","Marine areas",0.0110957071335919,1.02784943378244e-06
"ARM","2014","Demersal Fish","limanda aspera","yellowfin sole","limanda","pleuronectidae","pleuronectiformes","import","Marine areas",0.353202355739592,3.27188557688654e-05
"ARM","2014","Demersal Fish","lophius piscatorius","angler(=monk)","lophius","lophiidae","lophiiformes","import","Marine areas",41.374991241824,0.0038327671061101
"ARM","2014","Demersal Fish","melanogrammus aeglefinus","haddock","melanogrammus","gadidae","gadiformes","import","Marine areas",0.209094149519138,1.93694102235099e-05
"ARM","2014","Demersal Fish","micromesistius poutassou","blue whiting(=poutassou)","micromesistius","gadidae","gadiformes","import","Marine areas",2.48541866562471,0.000230236445268152
"ARM","2014","Demersal Fish","mullus","red mullet","mullus","mullidae","perciformes","import","Marine areas",0.0702728118460821,6.50971308062213e-06
"ARM","2014","Demersal Fish","mullus","surmullets(=red mullets) nei","mullus","mullidae","perciformes","import","Marine areas",0.0702728118460821,6.50971308062213e-06
"ARM","2014","Demersal Fish","reinhardtius hippoglossoides","greenland halibut","reinhardtius","pleuronectidae","pleuronectiformes","import","Marine areas",31.5056940608226,0.00291852600392637
"ARM","2014","Demersal Fish","trichiurus lepturus","largehead hairtail","trichiurus","trichiuridae","perciformes","import","Marine areas",5.10613913913132,0.000473006556479965
"ARM","2014","Freshwater Fish","acipenseridae","sturgeons nei",NA,"acipenseridae","acipenseriformes","import","Inland waters",0.0554785356679594,5.1392471689122e-06
"ARM","2014","Freshwater Fish","Acipenseridae","Sturgeons nei","Acipenseridae","ACIPENSERIDAE","ACIPENSERIFORMES","Aquaculture production","Inland waters",2156.68659202369,0.199784391005292
"ARM","2014","Freshwater Fish","Coregonus spp","Whitefishes nei","Coregonus","COREGONIDAE","SALMONIFORMES","Capture production","Inland waters",36.7909688165078,0.00340812676569928
"ARM","2014","Freshwater Fish","oncorhynchus gorbuscha","pink(=humpback) salmon","oncorhynchus","salmonidae","salmoniformes","import","Marine areas",0.0475687137720122,4.40652181313422e-06
"ARM","2014","Freshwater Fish","oncorhynchus mykiss","rainbow trout","oncorhynchus","salmonidae","salmoniformes","import","Inland waters",0.184928555786821,1.71308334896684e-05
"ARM","2014","Freshwater Fish","oncorhynchus nerka","sockeye(=red) salmon","oncorhynchus","salmonidae","salmoniformes","import","Marine areas",0.023563914619392,2.18284026494482e-06
"ARM","2014","Freshwater Fish","Salmo spp","Trouts nei","Salmo","SALMONIDAE","SALMONIFORMES","Aquaculture production","Inland waters",5673.90321088184,0.525601309806143
"ARM","2014","Freshwater Fish","Salmo spp","Trouts nei","Salmo","SALMONIDAE","SALMONIFORMES","Capture production","Inland waters",84.619228277968,0.00783869156110835
"ARM","2014","Moluscs; Other","buccinum undatum","whelk","buccinum","buccinidae","neogastropoda","import","Marine areas",0.0735346702525862,6.81187492356169e-06
"ARM","2014","Moluscs; Other","mytilidae","sea mussels nei",NA,"mytilidae","mytiloida","import","Marine areas",0.32346240660162,2.99638993236255e-05
"ARM","2014","Moluscs; Other","mytilus edulis","blue mussel","mytilus","mytilidae","mytiloida","import","Marine areas",22.6104042938228,0.00209451195594729
"ARM","2014","Moluscs; Other","pectinidae","scallops nei",NA,"pectinidae","ostreoida","import","Marine areas",6.37919697663944,0.000590936109026782
"ARM","2014","Pelagic Fish","brevoortia patronus","gulf menhaden","brevoortia","clupeidae","clupeiformes","import","Marine areas",2655.39591725636,0.24598226657922
"ARM","2014","Pelagic Fish","brevoortia tyrannus","atlantic menhaden","brevoortia","clupeidae","clupeiformes","import","Marine areas",9.73480244584928,0.00090178219932081
"ARM","2014","Pelagic Fish","clupea harengus","atlantic herring","clupea","clupeidae","clupeiformes","import","Marine areas",0.0127739498513475,1.18331323671324e-06
"ARM","2014","Pelagic Fish","engraulis encrasicolus","european anchovy","engraulis","engraulidae","clupeiformes","import","Marine areas",22.8994590786462,0.00212128850955813
"ARM","2014","Pelagic Fish","katsuwonus pelamis","skipjack tuna","katsuwonus","scombridae","perciformes","import","Marine areas",0.0671393365046171,6.21944398675381e-06
"ARM","2014","Pelagic Fish","sardinops sagax","australian pilchard","sardinops","clupeidae","clupeiformes","import","Marine areas",0.0336919276881018,3.12104748082369e-06
"ARM","2014","Pelagic Fish","sardinops sagax","california pilchard","sardinops","clupeidae","clupeiformes","import","Marine areas",0.0336919276881018,3.12104748082369e-06
"ARM","2014","Pelagic Fish","sardinops sagax","japanese pilchard","sardinops","clupeidae","clupeiformes","import","Marine areas",0.0336919276881018,3.12104748082369e-06
"ARM","2014","Pelagic Fish","sardinops sagax","south american pilchard","sardinops","clupeidae","clupeiformes","import","Marine areas",0.0336919276881018,3.12104748082369e-06
"ARM","2014","Pelagic Fish","sardinops sagax","southern african pilchard","sardinops","clupeidae","clupeiformes","import","Marine areas",0.0336919276881018,3.12104748082369e-06
"ARM","2014","Pelagic Fish","trachurus","jack and horse mackerels nei","trachurus","carangidae","perciformes","import","Marine areas",1.04737417212546,9.70233746092945e-05
"ARM","2014","Pelagic Fish","trachurus capensis","cape horse mackerel","trachurus","carangidae","perciformes","import","Marine areas",0.0524814926649543,4.86161646754533e-06
"ARM","2014","Pelagic Fish","trachurus mediterraneus","mediterranean horse mackerel","trachurus","carangidae","perciformes","import","Marine areas",0.925798063959074,8.57611871312224e-05
"ATG","2014","Cephalopods","teuthida","various squids nei",NA,NA,"teuthida","import","Marine areas",36.3382516921435,0.00715871709659821
"ATG","2014","Crustaceans","Carpilius corallinus","Batwing coral crab","Carpilius","XANTHIDAE","BRACHYURA","Capture production","Marine areas",0.695906432748538,0.000137095128294979
"ATG","2014","Crustaceans","Panulirus argus","Caribbean spiny lobster","Panulirus","PALINURIDAE","REPTANTIA","Capture production","Marine areas",118.304093567251,0.0233061718101463
"ATG","2014","Demersal Fish","Acanthuridae","Surgeonfishes nei","Acanthuridae","ACANTHURIDAE","ACANTHUROIDEI","Capture production","Marine areas",72.8,0.014341763303517
"ATG","2014","Demersal Fish","Balistidae","Triggerfishes, durgons nei","Balistidae","BALISTIDAE","TETRAODONTIFORMES","Capture production","Marine areas",34.4,0.00677687716539816
"ATG","2014","Demersal Fish","Elasmobranchii","Sharks, rays, skates, etc. nei","Elasmobranchii",NA,"PISCES MISCELLANEA","Capture production","Marine areas",26.4,0.00520085921995673
"ATG","2014","Demersal Fish","gadus morhua","atlantic cod","gadus","gadidae","gadiformes","import","Marine areas",458.864712918953,0.0903973777612627
"ATG","2014","Demersal Fish","Haemulidae (=Pomadasyidae)","Grunts, sweetlips nei","Haemulidae","HAEMULIDAE","PERCOIDEI","Capture production","Marine areas",87.2,0.0171785956053116
"ATG","2014","Demersal Fish","Holocentridae","Squirrelfishes nei","Holocentridae","HOLOCENTRIDAE","BERYCIFORMES","Capture production","Marine areas",12,0.00236402691816215
"ATG","2014","Demersal Fish","Kyphosidae","Sea chubs nei","Kyphosidae","KYPHOSIDAE","PERCOIDEI","Capture production","Marine areas",2.4,0.00047280538363243
"ATG","2014","Demersal Fish","Lutjanidae","Snappers, jobfishes nei","Lutjanidae","LUTJANIDAE","PERCOIDEI","Capture production","Marine areas",355.2,0.0699751967775997
"ATG","2014","Demersal Fish","merluccius bilinearis","silver hake","merluccius","merlucciidae","gadiformes","import","Marine areas",0.135431794632358,2.66803673404919e-05
"ATG","2014","Demersal Fish","merluccius productus","north pacific hake","merluccius","merlucciidae","gadiformes","import","Marine areas",1731.06050836148,0.341022803227833
"ATG","2014","Demersal Fish","micromesistius poutassou","blue whiting(=poutassou)","micromesistius","gadidae","gadiformes","import","Marine areas",435.800799411735,0.0858537350638271
"ATG","2014","Demersal Fish","Monacanthidae","Filefishes, leatherjackets nei","Monacanthidae","MONACANTHIDAE","TETRAODONTIFORMES","Capture production","Marine areas",4.8,0.00094561076726486
"ATG","2014","Demersal Fish","Ostraciidae","Boxfishes nei","Ostraciidae","OSTRACIIDAE","TETRAODONTIFORMES","Capture production","Marine areas",18.4,0.0036248412745153
"ATG","2014","Demersal Fish","pollachius virens","saithe(=pollock)","pollachius","gadidae","gadiformes","import","Marine areas",9.3237099413702,0.00183679177321127
"ATG","2014","Demersal Fish","Pomacanthidae","Angelfishes nei","Pomacanthidae","POMACANTHIDAE","PERCOIDEI","Capture production","Marine areas",1.6,0.000315203589088287
"ATG","2014","Demersal Fish","Pterois volitans","Red lionfish","Pterois","SCORPAENIDAE","SCORPAENIFORMES","Capture production","Marine areas",8.8,0.00173361973998558
"ATG","2014","Demersal Fish","Scaridae","Parrotfishes nei","Scaridae","SCARIDAE","PERCOIDEI","Capture production","Marine areas",105.6,0.0208034368798269
"ATG","2014","Demersal Fish","Serranidae","Groupers, seabasses nei","Serranidae","SERRANIDAE","PERCOIDEI","Capture production","Marine areas",70.4,0.0138689579198846
"ATG","2014","Demersal Fish","Sparidae","Porgies, seabreams nei","Sparidae","SPARIDAE","PERCOIDEI","Capture production","Marine areas",2.4,0.00047280538363243
"ATG","2014","Marine Fish; Other","Osteichthyes","Marine fishes nei","Osteichthyes",NA,"PISCES MISCELLANEA","Capture production","Marine areas",31.288,0.00616380618462145
"ATG","2014","Moluscs; Other","Strombus spp","Stromboid conchs nei","Strombus","STROMBIDAE","GASTROPODA","Capture production","Marine areas",1318.4,0.259727757408748
"ATG","2014","Pelagic Fish","brevoortia patronus","gulf menhaden","brevoortia","clupeidae","clupeiformes","import","Marine areas",3.87006059538325,0.00076241061853372
"ATG","2014","Pelagic Fish","brevoortia tyrannus","atlantic menhaden","brevoortia","clupeidae","clupeiformes","import","Marine areas",0.00285740733769075,5.62915655204581e-07
"ATG","2014","Pelagic Fish","Carangidae","Carangids nei","Carangidae","CARANGIDAE","PERCOIDEI","Capture production","Marine areas",29.7,0.00585096662245132
"ATG","2014","Pelagic Fish","Coryphaena hippurus","Common dolphinfish","Coryphaena","CORYPHAENIDAE","PERCOIDEI","Capture production","Marine areas",53.1,0.0104608191128675
"ATG","2014","Pelagic Fish","Scombroidei","Tuna-like fishes nei","Scombroidei",NA,"SCOMBROIDEI","Capture production","Marine areas",36,0.00709208075448645
"ATG","2014","Pelagic Fish","Sphyraena spp","Barracudas nei","Sphyraena","SPHYRAENIDAE","OTHER PERCIFORMES","Capture production","Marine areas",10.8,0.00212762422634594
"AUS","2014","Aquatic Animals; Others","apostichopus japonicus","japanese sea cucumber","apostichopus","stichopodidae","aspidochirotida","import","Marine areas",602.990091854148,0.00114091809218002
"AUS","2014","Aquatic Animals; Others","ascidiacea","sea squirts nei",NA,NA,NA,"import","Marine areas",7.44659343448256,1.40897060984629e-05
"AUS","2014","Aquatic Animals; Others","asteroidea","aquatic invertebrates nei",NA,NA,NA,"import","Marine areas",1317.78572984306,0.0024933835582132
"AUS","2014","Aquatic Animals; Others","asteroidea","starfishes nei",NA,NA,NA,"import","Marine areas",1317.78572984306,0.0024933835582132
"AUS","2014","Aquatic Animals; Others","echinodermata","echinoderms",NA,NA,NA,"import","Marine areas",7.87538058050551,1.49010146410088e-05
"AUS","2014","Aquatic Animals; Others","holothuroidea","sea cucumbers nei",NA,NA,NA,"import","Marine areas",4.2591090876644,8.05866411460046e-06
"AUS","2014","Aquatic Animals; Others","microcosmus sulcatus","grooved sea squirt","microcosmus","pyuridae","pleurogona","import","Marine areas",0.0971013756093338,1.83725599648913e-07
"AUS","2014","Aquatic Animals; Others","polychaeta","marine worms",NA,NA,NA,"import","Marine areas",0.815651555864573,1.5432950384627e-06
"AUS","2014","Aquatic Animals; Others","pyura chilensis","red sea squirt","pyura","pyuridae","pleurogona","import","Marine areas",10.705426660929,2.02557473612927e-05
"AUS","2014","Aquatic Animals; Others","stomolophus meleagris","cannonball jellyfish","stomolophus","stomolophidae","rhizostomeae","import","Marine areas",2.04398395583031,3.8674238711978e-06
"AUS","2014","Aquatic Plants","Phaeophyceae","Brown seaweeds","Phaeophyceae",NA,"PHAEOPHYCEAE","Capture production","Marine areas",1730.7,0.00327465901813454
"AUS","2014","Cephalopods","doryteuthis gahi","patagonian squid","doryteuthis","loliginidae","teuthida","import","Marine areas",0.00442042243138007,8.36388523654184e-09
"AUS","2014","Cephalopods","doryteuthis opalescens","opalescent inshore squid","doryteuthis","loliginidae","teuthida","import","Marine areas",83.4794439583411,0.000157951530587068
"AUS","2014","Cephalopods","dosidicus gigas","jumbo flying squid","dosidicus","ommastrephidae","teuthida","import","Marine areas",69.4414581121836,0.000131390245010385
"AUS","2014","Cephalopods","illex argentinus","argentine shortfin squid","illex","ommastrephidae","teuthida","import","Marine areas",3861.2860412346,0.00730594277259254
"AUS","2014","Cephalopods","Loliginidae, Ommastrephidae","Various squids nei","Loliginidae,","OMMASTREPHIDAE","CEPHALOPODA","Capture production","Marine areas",877.924071165644,0.00166112092036746
"AUS","2014","Cephalopods","loligo","common squids nei","loligo","loliginidae","teuthida","import","Marine areas",52.405070342981,9.91556804729981e-05
"AUS","2014","Cephalopods","loligo reynaudii","cape hope squid","loligo","loliginidae","teuthida","import","Marine areas",379.73440573395,0.000718495808766765
"AUS","2014","Cephalopods","nototodarus sloanii","wellington flying squid","nototodarus","ommastrephidae","teuthida","import","Marine areas",12593.0747610396,0.0238273680200387
"AUS","2014","Cephalopods","octopodidae","octopuses, etc. nei",NA,"octopodidae","octopoda","import","Marine areas",2553.38581342747,0.00483126358162424
"AUS","2014","Cephalopods","Octopodidae","Octopuses, etc. nei","Octopodidae","OCTOPODIDAE","CEPHALOPODA","Capture production","Marine areas",552.701186503067,0.00104576640938114
"AUS","2014","Cephalopods","ommastrephes bartramii","neon flying squid","ommastrephes","ommastrephidae","teuthida","import","Marine areas",0.00291075987861266,5.50745137003707e-09
"AUS","2014","Cephalopods","sepia officinalis","common cuttlefish","sepia","sepiidae","sepiida","import","Marine areas",0.010740582618578,2.03222659802078e-08
"AUS","2014","Cephalopods","sepiidae","cuttlefish, bobtail squids nei",NA,"sepiidae","sepiida","import","Marine areas",385.048355491067,0.000728550337855606
"AUS","2014","Cephalopods","Sepiidae, Sepiolidae","Cuttlefish, bobtail squids nei","Sepiidae,","SEPIIDAE","CEPHALOPODA","Capture production","Marine areas",162.611442331288,0.000307677255493164
"AUS","2014","Cephalopods","teuthida","various squids nei",NA,NA,"teuthida","import","Marine areas",28403.2992863855,0.0537419079869052
"AUS","2014","Cephalopods","todarodes pacificus","japanese flying squid","todarodes","ommastrephidae","teuthida","import","Marine areas",18024.1740427124,0.0341035558290835
"AUS","2014","Crustaceans","acetes japonicus","akiami paste shrimp","acetes","sergestidae","decapoda","import","Marine areas",4.98105022588598,9.42464958801562e-06
"AUS","2014","Crustaceans","callinectes sapidus","blue crab","callinectes","portunidae","decapoda","import","Marine areas",20.0000664241574,3.7842143571478e-05
"AUS","2014","Crustaceans","cancer pagurus","edible crab","cancer","cancridae","decapoda","import","Marine areas",19.451345415703,3.68039080605429e-05
"AUS","2014","Crustaceans","chaceon notialis","southwest atlantic red crab","chaceon","geryonidae","decapoda","import","Marine areas",53.9349715354385,0.000102050407887764
"AUS","2014","Crustaceans","chionoecetes","tanner crabs nei","chionoecetes","oregoniidae","decapoda","import","Marine areas",1.31045680645272,2.47951649571052e-06
"AUS","2014","Crustaceans","chionoecetes japonicus","red snow crab","chionoecetes","oregoniidae","decapoda","import","Marine areas",0.0713289190176095,1.34961511477901e-07
"AUS","2014","Crustaceans","chionoecetes opilio","queen crab","chionoecetes","oregoniidae","decapoda","import","Marine areas",230.947653898143,0.000436976262526475
"AUS","2014","Crustaceans","crangon crangon","common shrimp","crangon","crangonidae","decapoda","import","Marine areas",9.75139833537191,1.84506295131148e-05
"AUS","2014","Crustaceans","crangonidae","natantian decapods nei",NA,"crangonidae","decapoda","import","Marine areas",2760.9917168735,0.00522407489724076
"AUS","2014","Crustaceans","Crustacea","Marine crustaceans nei","Crustacea",NA,"CRUSTACEA MISCELLANEA","Capture production","Marine areas",2232.28234447425,0.00422370342078646
"AUS","2014","Crustaceans","decapoda","marine crabs nei",NA,NA,"decapoda","import","Marine areas",2589.48606599215,0.00489956890179404
"AUS","2014","Crustaceans","euphausia superba","antarctic krill","euphausia","euphausiidae","euphausiacea","import","Marine areas",21.8446073449414,4.13322010976601e-05
"AUS","2014","Crustaceans","farfantepenaeus aztecus","northern brown shrimp","farfantepenaeus","penaeidae","decapoda","import","Marine areas",0.0732752836615028,1.38644229761661e-07
"AUS","2014","Crustaceans","fenneropenaeus merguiensis","banana prawn","fenneropenaeus","penaeidae","decapoda","import","Marine areas",1.21818094248191,2.30492125094933e-06
